,Unnamed: 0,URL,ID,Name,Subtitle,Icon URL,Average User Rating,User Rating Count,Price,In-app Purchases,Description,Developer,Age Rating,Languages,Size,Primary Genre,Genres,Original Release Date,Current Version Release Date,genre,Download,Income,Ad Income,Sale Income,Total Income
180,180,https://apps.apple.com/us/app/catan-classic/id335029050,335029050,Catan Classic,"Trade, Build, Settle",https://is3-ssl.mzstatic.com/image/thumb/Purple114/v4/60/11/71/6011719d-5a6d-5685-d5c1-23c6b9ffb517/source/512x512bb.jpg,4,17440,4.99,"4.99, 9.99, 4.99, 1.99, 1.99","""Catan"", the legendary strategy game provides gaming fun anytime, anywhere.\n\nTrue to the original game, you can compete with up to four players for the most settlements, the longest roads and the largest army. You can trade with each other and claim the precious land with all its resources.\n\nThe game allows you to challenge other Catan fans online via cross-platform multiplayer to prove your strategy skills or play against the AI:\nVarious computer opponents, each with their own individual characteristics, will prove themselves worthy competitors: the pirate Jean, who knows no compromise, Vincent the merchant, who never allows himself to be cheated, Sean the knight, who takes what is rightfully his...\n\nThe popular Catan expansions ""Seafarers"", ""Cities and Knights"" and two new special scenarios are available as In-App purchases.\n\nThe complete Seafarers expansion includes more than 10 additional scenarios with an extensive campaign. Become Harbormaster, discover new islands and extra game elements like ships, gold fields, treasures and pirates. Ahoy!\n\nThe Cities and Knights expansion introduces various new gameplay mechanics that add even more variety to Catan. Invest new trade goods in city improvements to build one of the three metropolises of Catan \u2013 but beware of the barbarians attracted by Catan\u2019s new wealth! You\u2019ll need your best knights to fend them off! C&K contains a short campaign and 7 challenging maps.\n\nExciting adventures await you in the two new scenarios ""Enchanted Land"" and ""The Great Canal"". Vanquish dragons and bag their treasures or build a canal to help barren grain fields bloom once more.\n\nFeatures:\n\n- Available languages: English, German, French, Dutch, Spanish, Portuguese, Japanese\n- Original ""Settlers of Catan"" rule set\n- Update 4.0+: Synchronous online multiplayer games\n- Smart computer opponents with individual strategies\n- Scrollable game board including zoom option \n- Freely combinable game settings \n- Game statistics\n- Comprehensive tutorial\n- Seafarers LITE: New scenario ""The 4 Islands"" and two additional game variants\n- Cities and Knights LITE: Test the new expansion in the scenario \u201cThe first Island\u201d\n- 3 different graphic sets to choose from\n\n\n***** \nCatan FAQ: \n\nQuestion: An expansion seems gone after an update or reinstallation of Catan or after restoring the device? \nAnswer: Don\u2019t worry! Your initial purchase is already saved in your iTunes account. You can restore your InApp purchases by selecting the restore-option in the Catan IAP menu. \n\nQuestion: I lost my campaign progress after reinstalling, updating or restoring my device. Is there any way to restore it? \nAnswer: When saved games can\u2019t be automatically restored, we\u2019ve integrated a cheat code: In the campaign mode go to select player and enter \u201eCatanWarp*\u201c (* = 1\u201315) as your player name and confirm. Exit the game via the home button and restart it. The campaign can now be continued from the specified level number (1\u201315). Levels up to the specified number will be unlocked in the custom game mode as well. \n\nQuestion: Are dice rolls really random? \nAnswer: Of course! All dice rolls are 100% random and not modified in any way. We\u2019re avid Catan players ourselves. We\u2019ve played the iOS version hundreds of times while developing the program. There have been times when we won and lost a few games in a row because of the dice - just like when playing the board game! \n\n*****\nQuestions or suggestions for improvements: \nMail to ios@usm.de \nWe are looking forward to your feedback! \n\nFor more information on news and updates: www.usmgames.com \nor visit us on www.facebook.com/UnitedSoftMedia and twitter.com/USM_News \n\n*****",USM,4+,"NL, EN, FR, DE, PT, ES",888494080,Games,"Games, Board, Strategy, Entertainment",25/10/2009,11/01/2019,Board,348800,26229.76,3348.48,1740512,2410208
401,401,https://apps.apple.com/us/app/catan-classic-hd/id390422167,390422167,Catan Classic HD,"Trade, Build, Settle",https://is3-ssl.mzstatic.com/image/thumb/Purple125/v4/0f/6a/6d/0f6a6d09-ee10-8b75-af14-89892ae4e8c9/source/512x512bb.jpg,4,11125,4.99,"4.99, 4.99, 9.99, 1.99, 1.99","""Catan"", the legendary strategy game provides gaming fun anytime, anywhere.\n\nTrue to the original game, you can compete with up to four players for the most settlements, the longest roads and the largest army. You can trade with each other and claim the precious land with all its resources.\n\nChallenge other Catan fans online via cross-platform multiplayer to prove your strategy skills or play against the AI:\nVarious computer opponents, each with their own individual characteristics, will prove themselves worthy competitors: the pirate Jean, who knows no compromise, Vincent the merchant, who never allows himself to be cheated, Sean the knight, who takes what is rightfully his...\n\nThe popular Catan expansions ""Seafarers"", ""Cities and Knights"" and two new special scenarios are available as In-App purchases.\n\nThe complete Seafarers expansion includes more than 10 additional scenarios with an extensive campaign. Become Harbormaster, discover new islands and extra game elements like ships, gold fields, treasures and pirates. Ahoy!\n\nThe Cities and Knights expansion introduces various new gameplay mechanics that add even more variety to Catan. Invest new trade goods in city improvements to build one of the three metropolises of Catan \u2013 but beware of the barbarians attracted by Catan\u2019s new wealth! You\u2019ll need your best knights to fend them off! C&K contains a short campaign and 7 challenging maps.\n\nExciting adventures await you in the two new scenarios ""Enchanted Land"" and ""The Great Canal"". Vanquish dragons and bag their treasures or build a canal to help barren grain fields bloom once more.\n\nFeatures:\n\n- Available languages: English, German, French, Dutch, Spanish, Portuguese, Japanese\n- Original ""Settlers of Catan"" rule set\n- Update 4.0+: Synchronous online multiplayer games \n- Smart computer opponents with individual strategies\n- Scrollable game board including zoom option \n- Freely combinable game settings \n- Game statistics\n- Comprehensive tutorial\n- Seafarers LITE: New scenario ""The 4 Islands"" and two additional game variants\n- Cities and Knights LITE: Test the new expansion in the scenario ""The first Island""\n- 3 different graphic sets to choose from\n\n\n***** \nCatan FAQ: \n\nQuestion: An expansion seems gone after an update or reinstallation of Catan or after restoring the device? \nAnswer: Don\u2019t worry, your initial purchase is already saved in your iTunes account. You can restore your InApp purchases by selecting the restore-option in the Catan IAP menu. \n\nQuestion: I lost my campaign progress after reinstalling, updating or restoring my device. Is there any way to restore it? \nAnswer: When saved games can\u2019t be automatically restored, we\u2019ve integrated a cheat code: In the campaign mode go to select player and enter ""CatanWarp*"" (* = 1\u201315) as your player name and confirm. Exit the game via the home button and restart it. The campaign can now be continued from the specified level number (1\u201315). Levels up to the specified number will be unlocked in the custom game mode as well. \n\nQuestion: Are dice rolls really random? \nAnswer: Of course! All dice rolls are 100% random and not modified in any way. We\u2019re avid Catan players ourselves. We\u2019ve played the iOS version hundreds of times while developing the program. There have been times when we won and lost a few games in a row because of the dice - just like when playing the board game! \n\n\n*****\nQuestions or suggestions for improvements: \nMail to ios@usm.de \nWe are looking forward to your feedback! \n\nFor more information on news and updates: www.usmgames.com \nor visit us on www.facebook.com/UnitedSoftMedia and twitter.com/USM_News \n\n*****",USM,4+,"NL, EN, FR, DE, PT, ES",812956672,Games,"Games, Board, Strategy, Entertainment",29/09/2010,18/06/2018,Board,222500,16732,2136,1110275,1537475
318,318,https://apps.apple.com/us/app/backgammon-nj-hd/id371380665,371380665,Backgammon NJ HD,,https://is4-ssl.mzstatic.com/image/thumb/Purple62/v4/dc/91/74/dc917414-5bb0-8e8d-4699-24d414091498/source/512x512bb.jpg,4,5326,7.99,"4.99, 2.99, 2.99","\u25cf GAME CENTER -- Play online, chat, invite friends, auto-match with random players\n   { Real-time } Play online in real-time\n   { Turn-based } Play online at your own pace\n\u25cf VERSATILE -- Play offline vs. computer or against another person in 2-player mode\n\u25cf CUSTOMIZABLE -- More options than any other backgammon app\n\u25cf UNIVERSAL -- Supports iPad, iPhone, & iPod touch\n\nPlay & learn backgammon at skill levels from beginner to world-class!\n\nBackgammon NJ HD is a full-featured game which uses an advanced, neural network-based, artificial intelligence. Play against a computer AI, another person in 2-player mode on one device, or online against friends & others. Using Tutor Mode & Hints, Backgammon NJ HD can show you how to improve your game.\n\nDiscriminating players will appreciate how well the AI plays. It uses a neural network trained on millions of positions, a bearoff database, & a match equity table to achieve strong gameplay that will challenge even expert players.\n\nREVIEWS\n\n""[I] know strong bg play when I see it. This app is the strongest iPhone bg app I\'ve played with by far. It does not cheat period. ...Analyzing these matches with eXtreme Gammon confirms a world class level of play with normal luck factors. If you are losing, get over it. So would 99.9% of the other backgammon players in the world. It is just that good. Learn from it."" -Richard Munitz, Giant of Backgammon, #21 world ranking in 2009\n\n""Backgammon NJ plays at an extremely high level with an excellent interface, and I often use it to practice on my iPhone when I am traveling. I recommend it highly to my students & friends."" -Phil Simborg, Professional Backgammon Teacher & Player, www.mindgamescenter.com\n\n""I\'ve played over 500 games now; I\'ve checked about 5% of these against World Class Desktop programs (GNU, BGBlitz); and I\'ve actually used some of the competition. NJ has the best interface & has more useful functions than any other backgammon apps out there.""\n\n""For serious backgammon players, Backgammon NJ is the way to go."" -Macworld.com, May 2012\n\nIS THIS GAME RIGHT FOR YOU?\n\nThis game is best for people:\n\n\u2022 Who recognize the strength of neural network backgammon bots\n\u2022 Who want to improve their game by playing against a world-class level AI\n\u2022 Who will use the in-depth, technical features included in the app to prove that it is honest (http://www.njsoftware.com/note.html)\n\u2022 Who won\'t expect to win consistently on the higher skill levels\n\nFEATURES\n\n\u2022 Neural network-based AI\n\u2022 2 game types: Standard Backgammon or Nackgammon\n\u2022 4 skill levels: Easy, Medium, Hard, Expert\n\u2022 Customizable board design & checker colors\n\u2022 Mersenne Twister algorithm for random number generation\n\u2022 Doubling cube\n\u2022 Single games or match play up to 25 pts\n\u2022 Crawford rule for match play\n\u2022 1-player mode vs. computer\n\u2022 2-player mode on one device\n\u2022 Game Center: Play real-time or turn-based online matches with friends & other players\n\u2022 Chat with your online opponent\n\u2022 Online Elo & Experience leaderboards\n\u2022 Block list for auto-match\n\u2022 Tap-to-move interface\n\u2022 Highlighted checker movement options\n\u2022 Hint & Undo\n\u2022 Learn with Tutor Mode\n\u2022 Game & dice stats, including Elo rating & ER\n\u2022 Match info: GnuBG ID, win chances, equity, top 10 moves, cube decisions\n\u2022 Email match files\n\u2022 Practice mode with unlimited undo (1-player vs. computer)\n\u2022 Manual match recording mode with unlimited undo & speed mode option\n\u2022 Options to reverse board direction, resign, use one-tap moves, auto bearoff, auto finish, use Jacoby rule, & much more\n\u2022 Match analysis (in-app purchase): Analyze past match files, view moves & errors for match, step through match, jump to position, play from position, save match files permanently\n\nIMPORTANT\n\n\u2022 If an online match ends for any reason, you\'ll receive the Elo pts you deserve. FAQ: http://gamecenter.njsoftware.com\n\u2022 Contact us for help: http://contact.njsoftware.com",Jimmy Hu,4+,EN,48809984,Games,"Games, Board, Entertainment, Strategy",18/05/2010,16/01/2018,Board,106520,8010.304,1022.592,851094.8,1055613.2
673,673,https://apps.apple.com/us/app/ticket-to-ride/id432504470,432504470,Ticket to Ride,A railway adventure,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/a8/9c/d2/a89cd225-533d-b0c6-dadc-a53d43e85392/source/512x512bb.jpg,4,5755,6.99,"0.99, 2.99, 2.99, 2.99, 2.99, 2.99, 2.99, 2.99, 2.99, 4.99","Discover Ticket To Ride, the digital adaptation of the famous Ticket To Ride board game.\n\nDon\'t hang about on the platform \u2013 board the train and set off on a railway adventure like no other. Collect wagons to take control of the railways connecting the various cities of the United States of America and relive the golden age of the first railroads. Continue the adventure in other countries using the various maps available in the store, including Europe, India, Asia, Germany, and the new United Kingdom expansion. Now you can create your own railway network by connecting cities across the world.\nEnjoy different gaming experiences such as challenging players from around the world in asynchronous multiplayer mode and discovering a very balanced single-player mode on different platforms!\nWith over 50 million online matches and a new game starting every four seconds, Ticket To Ride delivers a gaming experience that is unique in its genre.\n\n**Ars Technica \u2013 """"Ticket to Ride is impressive right from the start""""\n\n**Pocket Gamer: 9/10 with a Gold Award \u2013 """"A fantastic adaptation of an excellent board game, and a must-buy for strategy fans""""\n\nTicket To Ride Series is:\n\u2022 The original USA board from Alan R. Moon\'s Ticket To Ride in high resolution.\n\u2022 9 additional maps and 2 mini-expansions (with 2 game variations each) are sold in the in-game store, each with their own special characteristics:\n- France (map & game variations) \n- United Kingdom (map & game variations)\n- Switzerland (map)\n- USA 1910 (game variations)\n- Europe (map) \n- Legendary Asia (map) \n- India (vertical map) \n- Scandinavia (vertical map) \n- Europa 1912 (game variations) \n- Pennsylvania (map) \n- Germany (map) \n-  ...And new content updated regularly! \n\u2022 Single-player mode: play against 1 to 4 AI opponents.\n\u2022 Multiplayer mode\n \xb7 Asynchronous online games (Wi-Fi, 3G and 4G) against other players on all types of smartphones and tablets, as well as on computers.\n \xb7 A unique online community with tens of thousands of players available 24 hours a day!\n \xb7 Pass and Play Mode: up to 5 players on one screen and the option of adding AI (bots). \n \xb7 Cross-platform play: challenge players around the world on different platforms and operating systems\n\u2022 Tutorial to quickly familiarize you with the game. \n\u2022 Pop-up help during the game to help you get to know all the subtleties of the various boards and game rules.\n\u2022 Ranking of the best online and single-player players (best scores). \n\n To find out more, visit:\nhttp://www.asmodee-digital.com/en/ticket-to-ride/\n\nGot a problem and need help? Contact us on: https://asmodee.helpshift.com/a/ticket-to-ride/\n\nDue to the terms of our conditions of use and our privacy policy, you must be at least 13 years old to download and play Ticket to Ride online or to chat in the Lobby.\nLanguages available: English, French, German, Spanish, and Italian.",Asmodee Digital,4+,"EN, FR, DE, IT, ES",668668928,Games,"Games, Board, Entertainment, Strategy",18/05/2011,9/05/2019,Board,115100,8655.52,1104.96,804549,1025541
304,304,https://apps.apple.com/us/app/chess-hd/id367637700,367637700,Chess HD  \u2219,,https://is4-ssl.mzstatic.com/image/thumb/Purple111/v4/eb/74/a2/eb74a258-7981-3852-e1b4-dac9f0566b5e/source/512x512bb.jpg,4,16293,0,,"""Are you tired of playing chess games that look like they were designed for a Commodore 64 instead of an iPad?  We've got the antidote for you.  Chess Free HD is the best looking chess game for the iPad, and best of all - it's free!\n\nChess Free HD supports both 1 player and 2 player gameplay, so you can play against friends or test your skills against a challenging computer opponent.  \n\nChess Free HD offers a host of exciting features, including:\n\n* Great graphics and exciting sound effects\n* Configurable player names and score tracking \n* Outstanding AI engine with configurable difficulty level\n* Board rotation for two player games \n* Undo function\n* Automatic save when you exit the application \n\nChess Free HD is supported by unobtrusive banner advertising.""",Optime Software LLC,4+,EN,71884800,Games,"Games, Board, Strategy, Entertainment",12/07/2010,3/10/2017,Board,325860,24504.672,3128.256,0,625651.2
408,408,https://apps.apple.com/us/app/neuroshima-hex/id391297152,391297152,Neuroshima Hex,,https://is3-ssl.mzstatic.com/image/thumb/Purple118/v4/fc/81/7c/fc817c65-2c10-c91c-4f21-f358d1de5c5f/source/512x512bb.jpg,4.5,4516,4.99,"1.99, 1.99, 7.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99","AWARDS:\n""iOS Game of the Year""\nGame Shark\n\n""Best Card/Board Game - Runner Up""\nTouchGen\n\nPRESS QUOTES:\n""With great production values the board game has been translated to perfection.""\nTouchGen (9/10, Editor\'s Choice)\n\n""Would I Buy Again:\xa0Absolutely.""\nWhat\'s On iPhone (9/10)\n\n""Neuroshima Hex is a board game that almost seems like it was destined for the App Store [\u2026]""\nApp Spy (4/5)\n\n""Neuroshima Hex is hard not to recommend""\nGames Uncovered (Grade: \'Great\')\n\n""Creative game world; deep strategy""\nSlide To Play (3/4)\n\n""It\'s a deeply satisfying game that forces you to have a tactical mind in order to win, and it\'s incredibly fulfilling when you do.""\nGameZebo (4/5)\n\nNeuroshima Hex is a fast paced, tactical board game where up to 4 players (human or AI) lead their troops to victory. Every player controls one of the four armies struggling for influence and survival in the world destroyed in a 30 years long war. March with the machines of Moloch, leading its army towards setting the new world order. Become Borgo and unite the forces of the mutants who spread terror in the wastelands. Lead The Outpost - humanity\'s last and only hope and try to beat the machines in an uneven guerrilla war. Be the boss of The Hegemony - land of gangers not caring about the fate of others and living only for violence and their mad entertainment.\n\nIn the world of Neuroshima Hex you need to prove you have what it takes to survive.\n\nNeuroshima Hex is well known in the board game community. Neuroshima Hex holds 100th place in the prestige BoardGameGeek ranking  (which contains almost 50,000 games from around the world). In May 2007 Neuroshima Hex was awarded a special jury distinction for the Best Polish Designer Game published in 2006. Neuroshima Hex was also published in the US (by Z-Man Games) and France (by IELLO).\n\nFEATURES\n\n- Official Neuroshima Hex game with original artwork\n- 4 different armies with unique strategies (next 8 available for purchase)\n- Up to 4 players (human or AI)\n- asynchronous online multiplayer \n- 3 AI difficulty levels\n- In-game tutorial & manual\n- Tons of gameplay\n- Easy to learn, hard to master",Portal Games,9+,EN,594029568,Games,"Games, Board, Strategy, Entertainment",17/09/2010,30/10/2017,Board,90320,6792.064,867.072,450696.8,624111.2
33,33,https://apps.apple.com/us/app/chess-tchess-pro/id295445501,295445501,Chess - tChess Pro,For beginners to professionals,https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/88/3b/3c/883b3ce3-c56f-1b64-60ab-4a3b3d7920cf/source/512x512bb.jpg,4,3062,7.99,,"tChess Pro is the high-quality, critically acclaimed chess game with the richest features for the iPhone, iPod touch, and iPad. It\'s perfect for every player:\n\nBeginners:\nNot everybody is a chess master! Most chess games are too strong or just make random mistakes at easier levels. tChess Pro has unique algorithms to simulate human opponents.\n\nExperts:\ntChess Pro has a top-tier chess engine. (Over 380 ELO points stronger than Caissa Chess.)\n\nEnthusiasts:\ntChess Pro\'s Analysis Mode is like having a chess master in your pocket. You can get the engine\'s ""expert opinion"" about any game or position in real-time: which side is winning, and the best sequence of moves. Just like a professional desktop chess package.\n\nMore key features:\n- Perfect for 1- or 2-player games\n- Strong computer opponent\n- Play against any ELO rating from 500 to 2500\n- Integrated ""Learn Chess"" e-book app (Apple Staff Favorite!)\n- Opening Library feature lets you explore chess opening theory as you play\n- PGN Database feature lets you download and view PGN files\n- Support for 3-stage time controls with Fischer increments\n- Position Editor to enter positions from books, newspapers, etc.\n- Save and load games; export them in standard PGN format\n- Use the Profile feature to play rated games against the computer and track your progress\n\ntChess Pro is developed by Tom Kerrigan, author of the TSCP and Stobor chess engines.",Tom Kerrigan,4+,"EN, FR, DE, JA, KO, ZH",7517184,Games,"Games, Board, Entertainment, Strategy",5/11/2008,7/04/2019,Board,61240,4605.248,587.904,489307.6,606888.4
70,70,https://apps.apple.com/us/app/slay/id305324342,305324342,Slay,,https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/08/fb/ab/08fbab78-3be8-dc73-0036-4e0b057cc5a8/source/512x512bb.jpg,3,4885,3.99,"9.99, 9.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99","Slay is a simple to learn game of strategy and cunning set in medieval times. The island is divided up between the six players, and you must try to capture your enemies\' land and link up your own territories to create larger and stronger ones. You begin capturing land by attacking with your peasants. Once your territories become richer you can combine peasants to make stronger and stronger people (Spearmen, Knights and then Barons) who can kill weaker enemy troops, or knock down their castles. Just be careful that you don\'t create too many expensive men or the territory will go bankrupt! \n\n""This game is pure strategy! It\'s a work of genius. Brilliant AI. Engaging turn-based multiplayer strategy. Sid Meier, eat your heart out!"" - GameSpy.com  \n\n""I love this game! I play it all the time, and when I\'m not, I think about wanting to play it."" - PocketNow.com\n\n""At first glance, Slay looks elementary, but hidden beneath are cunning strategy elements that must be finely balanced for success"" - PC Magazine\n\n""Deceptively delightful. The graphics are simple, but the strategy is complex."" - Download.com\n\nFor the latest news on all my games follow @SeansGames on Twitter!","""Sean O'Connor""",9+,EN,59016192,Games,"Games, Board, Strategy",27/02/2009,30/05/2019,Board,97700,7347.04,937.92,389823,577407
323,323,https://apps.apple.com/us/app/blood-honor-no-ads/id373002953,373002953,Blood & Honor No Ads,Battle in online multiplayer,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/b0/98/ff/b098ff36-4ebb-44b2-3d2a-ebde1cb9f383/source/512x512bb.jpg,4,3447,4.99,"9.99, 4.99, 9.99, 0.99, 2.99, 0.99, 4.99, 0.99, 19.99, 19.99","Classic board gameplay spiced up with card superpowers will keep you hooked for hours on end. War board aficionados will love the deep strategy layer of the card Battle Deck.\n\nOnline multiplayer will you give you endless adversaries to fight. AI opponents, meanwhile, will keep you entertained on those long flights.\n\nFriends and family at home? Turn your tablet into a board game using Pass and play. \n\nBlood & Honor Highlights: \n- Online multiplayer with realtime battles \n- League system with promotions and demotions every week \n- Free to play \n- Pass and play local multiplayer \n- Smart AI bots that don\'t cheat! \n- Missions to complete throughout the games \n- Different Factions to pick \n- 2v2 and 3v3 team battles! \n- Multiple maps and tons of rule customization options for endless fun \n\nIf you find a bug please help us by reporting it. You can email us at contact@sandstorminteractive.com. Thank you!\n\nGet your risk fix now! Download and play against thousands of other players!\n\n================================\n\nVIP Subscription\n\n- Subscribe and get coins each day and no ads! You will receive coins every 24 hours and have ads removed for the duration of the subscription.\n- Subscriptions start at USD 2.99 monthly. 3-month subscription is USD 7.99 USD and annual subscription is USD 19.99*.\n- Payment will be charged to your iTunes Account at confirmation of purchase.\n- Subscription automatically renews for the same price and period as the chosen package unless auto-renew is turned off at least 24-hours before the end of the current period.\n- Your account will be charged for renewal within 24-hours prior to the end of the current period at the cost of the chosen package.\n- Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user\'s iTunes Account Settings after purchase.\n- No cancellation of the current subscription is allowed during active subscription period.\n- You may cancel a subscription during via the subscription settings in your iTunes account. This must be done 24 hours before the end of the subscription period to avoid being charged. Please visit http://support.apple.com/kb/ht4098 for more information.\n- You may turn off auto-renewal from your iTunes Account Settings. However, you won\u2019t be able to cancel the current subscription during its active period.\n- Any unused portion of a free-trial period will be forfeited when the user purchases a VIP Subscription.\n\nLinks to our Terms of Use and Privacy Policy can be found below\nPrivacy Policy: http://www.sandstormi.com/privacy-policy/\nTerms of Use: http://www.sandstormi.com/terms-of-use/\n\n* Prices are equal to the value that ""Apple\'s App Store Pricing Matrix"" determines as the equivalent of the subscription price in USD\n\n\n================================\n\nIMPORTANT: We take customer\'s feedback very seriously, this is clearly shown by the number of updates we have done since launch. So we ask that if you have an issue or suggestion you use the adequate channels (facebook or email). Writing your issue on a review does not allow us to get back to you promptly. If you need for something to be resolved please email us at contact@sandstorminteractive.com. Thank you!",Sandstorm Interactive S.R.L.,12+,"EN, FR, IT, ES",208099328,Games,"Games, Board, Strategy, Entertainment",22/05/2010,10/06/2019,Board,68940,5184.288,661.824,344010.6,476375.4
81,81,https://apps.apple.com/us/app/conquest-all-maps/id307662507,307662507,Conquest (+ all maps),,https://is1-ssl.mzstatic.com/image/thumb/Purple128/v4/3b/c5/a1/3bc5a113-44e3-7e8a-339b-bc558b1add4a/source/512x512bb.jpg,3.5,2606,4.99,,"The game now has 56 different maps to play on!\n\nConquest is a version of the classic board game where you combine risk and strategy to conquer the world. As well as the standard world map there are 35 other maps included in the game that you can choose to fight over.\n\nYou can play solo or multiple human games against the randomly selected computer controlled opponents, each with their own personality and strong artificial intelligence. Or play network games against your friends over a local WiFi network, or using Bluetooth.\n\n""I found myself playing this game constantly for a week; this game is super addictive"" - Pocket PC Life\n\n""5 out of 5 cows"" - TUCOWS.com\n\n""I challenge anyone to give this 30 minutes of his or her time and not become hooked. Kudos to Sean for providing a simple, clear and at times challenging game in such a small package. I\u2019m certainly having problems putting my Pocket PC down now!"" - www.ultimatepocket.com\n\n""Everybody should have at least one Risk clone tucked away on their hard drive. This one - Conquest - is the best I\'ve come across"" - EuroGamer.com\n\n\u2122RISK is a registered trademark of Hasbro Inc. Conquest is not associated with RISK or Hasbro in any way.\n\n------------------------------\n\nFor the latest news on all my games follow @SeansGames on Twitter!","""Sean O'Connor""",9+,EN,107105280,Games,"Games, Board, Strategy",27/03/2009,15/12/2017,Board,52120,3919.424,500.352,260078.8,360149.2
153,153,https://apps.apple.com/us/app/backgammon-nj/id328168559,328168559,Backgammon NJ,,https://is3-ssl.mzstatic.com/image/thumb/Purple62/v4/01/da/9e/01da9e77-bdb0-f753-2ed4-a1bc482a8dd4/source/512x512bb.jpg,4,2567,4.99,"4.99, 2.99, 2.99","\u25cf GAME CENTER -- Play online, chat, invite friends, auto-match with random players\n   { Real-time } Play online in real-time\n   { Turn-based } Play online at your own pace\n\u25cf VERSATILE -- Play offline vs. computer or against another person in 2-player mode\n\u25cf CUSTOMIZABLE -- More options than any other backgammon app\n\nPlay & learn backgammon at skill levels ranging from beginner to world-class!\n\nBackgammon NJ is a full-featured game which uses an advanced, neural network-based, artificial intelligence. Play against a computer AI, another person in 2-player mode on one device, or online against friends & other players. Using Tutor Mode & Hints, Backgammon NJ can show you how to improve your game!\n\nDiscriminating players will appreciate how well the AI plays. It uses a neural network trained on millions of positions, a bearoff database, & a match equity table to achieve strong gameplay that will challenge even expert players.\n\nREVIEWS\n\n""[I] know strong bg play when I see it. This app is the strongest iPhone bg app I\'ve played with by far. It does not cheat period. ...Analyzing these matches with eXtreme Gammon confirms a world class level of play with normal luck factors. If you are losing, get over it. So would 99.9% of the other backgammon players in the world. It is just that good. Learn from it."" -Richard Munitz, Giant of Backgammon, #21 world ranking in 2009\n\n""Backgammon NJ plays at an extremely high level with an excellent interface, and I often use it to practice on my iPhone when I am traveling. I recommend it highly to my students and friends."" -Phil Simborg, Professional Backgammon Teacher and Player, www.mindgamescenter.com\n\n""I\'ve played over 500 games now; I\'ve checked about 5% of these against World Class Desktop programs (GNU, BGBlitz); and I\'ve actually used some of the competition. NJ has the best interface and has more useful functions than any other backgammon apps out there.""\n\n""For serious backgammon players, Backgammon NJ is the way to go."" -Macworld.com, May 2012\n\nIS THIS GAME RIGHT FOR YOU?\n\nThis game is best for people:\n\n\u2022 Who recognize the strength of neural network backgammon bots\n\u2022 Who want to improve their game by playing against a world-class level AI\n\u2022 Who will use the in-depth, technical features included in the app to prove that it is honest (http://www.njsoftware.com/note.html)\n\u2022 Who won\'t expect to win consistently on the higher skill levels\n\nFEATURES\n\n\u2022 Neural network-based AI\n\u2022 2 game types: Standard Backgammon or Nackgammon\n\u2022 4 skill levels: Easy, Medium, Hard, Expert\n\u2022 Customizable board design & checker colors\n\u2022 Mersenne Twister algorithm for random number generation\n\u2022 Doubling cube\n\u2022 Single games or match play up to 25 points\n\u2022 Crawford rule for match play\n\u2022 1-player mode vs. computer\n\u2022 2-player mode on one device\n\u2022 Game Center: Play real-time or turn-based online matches with friends & other players\n\u2022 Chat with your online opponent\n\u2022 Online Elo & Experience leaderboards\n\u2022 Block list for auto-match\n\u2022 User-friendly, tap-to-move interface\n\u2022 Highlighted checker movement options\n\u2022 Hint & Undo\n\u2022 Learn with Status Meter & Tutor Mode\n\u2022 Game & dice stats, including Elo rating & ER\n\u2022 Match info: GnuBG ID, win chances, equity, top 10 moves, & cube decisions\n\u2022 Email match files\n\u2022 Practice mode with unlimited undo (1-player vs. computer)\n\u2022 Manual match recording mode with unlimited undo & speed mode option\n\u2022 Options to reverse board direction, resign, use one-tap moves, auto bearoff, auto finish, use Jacoby rule, & much more\n\u2022 Match analysis (in-app purchase): Analyze past match files, view moves & errors for match, step through match, jump to position, play from position, save match files permanently\n\nIMPORTANT\n\n\u2022 If an online match ends for any reason, you\'ll receive the Elo pts you deserve. FAQ: http://gamecenter.njsoftware.com\n\u2022 Contact us for help: http://contact.njsoftware.com",Jimmy Hu,4+,EN,21422080,Games,"Games, Board, Entertainment, Strategy",1/09/2009,16/01/2018,Board,51340,3860.768,492.864,256186.6,354759.4
